school_name_std,address,city,zip,county,FedCong,included_in_program,registered,n_incidents,had_incident,n_disp_return,perc_disp_return
bennett elem school,10115 S Prairie Ave,Chicago,60628 2135,Cook,02,1,1,0,0,NA,NA
bent elem school,904 N Roosevelt Ave,Bloomington,61701 2936,McLean,17,1,1,1,1,1,1
bentley elem school,513 E Illinois Hwy,New Lenox,60451 2781,Will,01,1,1,1,1,1,1
benton cons high school,511 E Main St,Benton,62812 2522,Franklin,12,1,NA,0,0,NA,NA
benton grade sch 5 8,1000 Forrest St,Benton,62812 3337,Franklin,12,1,NA,0,0,NA,NA
benton grade sch k 4,1000 E McKenzie St,Benton,62812 3352,Franklin,12,1,NA,0,0,NA,NA
berger vandenberg elem school,14833 Avalon Ave,Dolton,60419 2452,Cook,02,1,1,0,0,NA,NA
bernard j ward elem school,200 Recreation Dr,Bolingbrook,60440 3071,Will,11,1,1,0,0,NA,NA
bernard long elem school,1003 Farrish St,Madison,62060 1562,Madison,13,1,NA,0,0,NA,NA
bernard w flinn middle school,2525 Ohio Pkwy,Rockford,61108 7517,Winnebago,17,1,NA,0,0,NA,NA
bert h fulton school,6601 171st St,Tinley Park,60477 3514,Cook,06,1,NA,0,0,NA,NA
bethalto east primary school,309 Albers Pl,Bethalto,62010 1473,Madison,13,1,1,0,0,NA,NA
bethel grade school,1201 Bethel Rd,Mount Vernon,62864 7231,Jefferson,12,1,NA,0,0,NA,NA
betsy ross elem school,1315 Marengo Ave,Forest Park,60130 2434,Cook,07,1,1,0,0,NA,NA
betsy ross elem school,700 N Schoenbeck Rd,Prospect Heights,60070 1231,Cook,09,1,1,2,1,2,1
betty shabazz international charter school,7823 S Ellis Ave,Chicago,60619 3213,Cook,NA,1,NA,0,0,NA,NA
beulah park elem school,1910 Gilboa Ave,Zion,60099 1629,Lake,10,1,1,0,0,NA,NA
beverly manor elementary school,1014 School St,Washington,61571 9501,Tazewell,16,1,1,1,1,1,1
beyer early childhood center,333 15Th Ave,Rockford,61104 5101,Winnebago,17,1,NA,0,0,NA,NA
bi county sp ed 3 5 life skills morrison,100 Academic Dr,Morrison,61270 2954,Whiteside,17,0,1,0,0,NA,NA
bi county sp ed k 2 life skills morrison,520 N Genesee St,Morrison,61270 2615,Whiteside,17,0,1,0,0,NA,NA
bi county sp ed life skill jr hgh morrison,300 Academic Dr,Morrison,61270 2952,Whiteside,17,0,1,0,0,NA,NA
bi county sp ed life skills hs morrison,643 Genesee Ave,Morrison,61270 2907,Whiteside,17,0,1,0,0,NA,NA
bi county sp ed transition life skills sterling,1900 W Le Fevre Rd,Sterling,61081 9202,Whiteside,17,0,1,0,0,NA,NA
bi county sped hs,1608 5Th Ave,Sterling,61081 1360,Whiteside,17,0,1,0,0,NA,NA
bi county 3 5 life skills merrill rock falls,815 W Le Fevre Rd,Sterling,61081 1000,Whiteside,17,0,1,0,0,NA,NA
bi county jr hs life skills rock falls middle,1701 12Th Ave,Rock Falls,61071 2711,Whiteside,17,0,1,0,0,NA,NA
bi county k 2 life skills dillon rock falls,806 E Le Fevre Rd,Sterling,61081 1551,Whiteside,17,0,1,0,0,NA,NA
bicentennial elem school,1004 1st St,Coal Valley,61240 9393,Rock Island,17,1,1,0,0,NA,NA
big hollow elem school,33315 N Fish Lake Rd,Ingleside,60041 9263,Lake,10,1,NA,0,0,NA,NA
big hollow middle school,26051 W Nippersink Rd,Ingleside,60041 8785,Lake,10,1,NA,0,0,NA,NA
big hollow primary school,33335 N Fish Lake Rd,Ingleside,60041 9263,Lake,10,1,NA,0,0,NA,NA
big timber elementary school,1400 S Ridgecrest Dr,Hampshire,60140,Kane,08,1,NA,0,0,NA,NA
bismarck henning rossville alvin cooperative high school,17268 E 2750 North Rd,Bismarck,61814 0200,Vermilion,02,1,NA,0,0,NA,NA
bismarck henning elem school,5 W Holloway St,Bismarck,61814 0050,Vermilion,02,1,1,0,0,NA,NA
bismarck henning jr high school,17302 E 2750 North Rd,Bismarck,61814 0350,Vermilion,02,1,NA,0,0,NA,NA
bismarck henning rossville alvin cooperative hs 1,17268 E 2750 North Rd,Bismarck,61814 0200,Vermilion,02,1,NA,0,0,NA,NA
bismarck henning rossville alvin cooperative hs 7,350 N Chicago St,Rossville,60963 9700,Vermilion,02,1,NA,0,0,NA,NA
black hawk area dhh program,4670 11Th St,East Moline,61244 4428,Rock Island,17,0,1,0,0,NA,NA
black hawk area special education center,4680 / 11th St,East Moline,61244 4428,Rock Island,17,1,1,0,0,NA,NA
black hawk education center,4680 11th St.,East Moline,61244,NA,NA,NA,1,0,0,NA,NA
black hawk elem school,2101 Gladstone Dr,Glendale Heights,60139 1809,Dupage,08,1,1,1,1,0,0
black hawk elem school,2500 S College St,Springfield,62704 4706,Sangamon,13,1,1,0,0,NA,NA
black magnet elem school,9101 S Euclid Ave,Chicago,60617 3749,Cook,01,1,1,0,0,NA,NA
blackhawk academy,1870 Galena Blvd,Aurora,60506,Kane,NA,1,1,0,0,NA,NA
blackhawk elem school,1401 S Blackhawk Ave,Freeport,61032 6303,Stephenson,17,1,1,0,0,NA,NA
blackhawk elementary school,840 Blackhawk Blvd,South Beloit,61080 2263,Winnebago,16,1,1,0,0,NA,NA
blackhawk middle school,250 S Church Rd,Bensenville,60106 2303,Dupage,03,1,1,6,1,5,0.833333333333333
blackhawk primary center,130 Blackhawk Dr,Park Forest,60466 2316,Cook,02,1,NA,0,0,NA,NA
blackstone elem school,1309 Jefferson St,Mendota,61342 1429,La Salle,14,1,1,0,0,NA,NA
blaine elem school,1420 W Grace St,Chicago,60613 2802,Cook,05,1,1,5,1,5,1
blair early childhood center,6751 W 63rd Pl,Chicago,60638 4829,Cook,06,1,1,3,1,3,1
bloom high school,101 W 10th St,Chicago Heights,60411 2100,Cook,02,1,NA,0,0,NA,NA
bloom trail high school,22331 Cottage Grove Ave,Chicago Heights,60411 5652,Cook,02,1,1,0,0,NA,NA
bloomington area career center,1202 E Locust St,Bloomington,61701 3363,McLean,NA,0,NA,0,0,NA,NA
bloomington high school,1202 E Locust St,Bloomington,61701 3363,McLean,17,1,1,36,1,34,0.944444444444444
bloomington jr high school,901 Colton Ave,Bloomington,61701 3374,McLean,17,1,1,10,1,10,1
blue ridge high school,411 N John St,Farmer City,61842 1159,Dewitt,15,1,1,0,0,NA,NA
blue ridge intermediate jr high sch,107 South McKinley Street,Mansfield,61854 0069,Dewitt,15,1,1,0,0,NA,NA
bluffs elementary school,100 W Rockwood St,Bluffs,62621 0230,Scott,15,1,1,0,0,NA,NA
bluffs high school,100 W Rockwood St,Bluffs,62621 8114,Scott,15,1,1,0,0,NA,NA
bluffs junior high school,100 W Rockwood St,Bluffs,62621 0230,Scott,15,1,1,0,0,NA,NA
bluffview elem school,905 Bluffview Elementary Ln,Dupo,62239 1544,Saint Clair,13,1,NA,0,0,NA,NA
bluffview elem school,905 Bluffview Elementary Ln,Dupo,62239 1544,Saint Clair,13,1,NA,0,0,NA,NA
bluford grade school,901 6th St,Bluford,62814 1418,Jefferson,12,1,NA,0,0,NA,NA
blythe park elem school,735 Leesley Rd,Riverside,60546 1717,Cook,04,1,1,4,1,4,1
bogan high school,3939 W 79th St,Chicago,60652 2301,Cook,01,1,1,0,0,NA,NA
bolingbrook high school,365 Raider Way,Bolingbrook,60440 4893,Will,11,1,1,0,0,NA,NA
bond county cusd 2 early childhood center,1318 E State Route 140,Greenville,62246 1396,Bond,15,1,1,0,0,NA,NA
bond cty comm unit 2 high school,1000 E State Route 140,Greenville,62246 4202,Bond,15,1,1,0,0,NA,NA
bond elem school,7050 S May St,Chicago,60621 1114,Cook,07,1,1,3,1,2,0.666666666666667
bond fayette effingham efe 410,1109 N 8th St,Vandalia,62471 1240,Fayette,NA,0,NA,0,0,NA,NA
bond primary,404 Colegrove St Ste B,Assumption,62510 1344,Shelby,15,1,NA,0,0,NA,NA
bond christian effingham fayette montgomery roe,1500 W Jefferson St,Vandalia,62471 1510,N/A,NA,0,NA,0,0,NA,NA
bonfield grade school,522 E Smith St,Bonfield,60913 6932,Kankakee,02,1,1,0,0,NA,NA
bonnie mcbeth learning ctr,15730 S Howard St,Plainfield,60544 2399,Will,14,1,1,4,1,2,0.5
boone elem school,1326 West 14th Place 2nd floor,Chicago,60680,Cook,NA,1,1,0,0,NA,NA
boone winnebago roe,300 Heart Blvd,Loves Park,61111 7516,N/A,NA,0,NA,0,0,NA,NA
booth elementary school,Highway 45 North,Enfield,62835 0039,White,NA,0,NA,0,0,NA,NA
booth tarkington elem school,310 Scott St,Wheeling,60090 4432,Cook,09,1,1,1,1,1,1
bottenfield elem school,1801 S Prospect Ave,Champaign,61820 7007,Champaign,13,1,1,4,1,3,0.75
bouchet elem math and science acad,7355 S Jeffery Blvd,Chicago,60649 3121,Cook,01,1,1,0,0,NA,NA
boulder hill elem school,163 Boulder Hill Pass,Montgomery,60538 2305,Kendall,14,1,1,0,0,NA,NA
bourbonnais upper grade center,200 W John Casey Rd,Bourbonnais,60914 1368,Kankakee,01,1,NA,0,0,NA,NA
bowen high school,2710 E 89th St,Chicago,60617 3192,Cook,01,1,1,0,0,NA,NA
bower elem school,4S241 River Rd,Warrenville,60555 3815,Dupage,11,1,1,0,0,NA,NA
bowlesburg elem school,2221 10th St,Silvis,61282 2031,Rock Island,17,1,NA,0,0,NA,NA
braceville elem school,209 N Mitchell St,Braceville,60407 9068,Grundy,16,1,NA,0,0,NA,NA
bradford grade school,345 Silver St,Bradford,61421 5074,Stark,16,1,1,0,0,NA,NA
bradford jr high school,115 High St,Bradford,61421 5087,Stark,16,1,1,0,0,NA,NA
bradley central middle school,260 N Wabash Ave,Bradley,60915 1668,Kankakee,02,1,1,7,1,7,1
bradley east elem school,610 Liberty St,Bradley,60915 2424,Kankakee,02,1,1,18,1,13,0.722222222222222
bradley west elem school,200 W State St,Bradley,60915 2681,Kankakee,02,1,1,0,0,NA,NA
bradley bourbonnais c high school,700 W North St,Bradley,60915 1013,Kankakee,02,1,NA,0,0,NA,NA
bradwell comm arts and sci elem sch,7736 S Burnham Ave,Chicago,60649 4702,Cook,02,1,1,0,0,NA,NA
braeside elem school,150 Pierce Rd,Highland Park,60035 5327,Lake,10,1,1,0,0,NA,NA
braun educational center,6020 151st St,Oak Forest,60452 1841,Cook,06,0,NA,0,0,NA,NA
breese elem school,777 Memorial Dr,Breese,62230 1376,Clinton,12,1,NA,0,0,NA,NA
bremen high school,15203 Pulaski Rd,Midlothian,60445 3755,Cook,01,1,1,0,0,NA,NA
brennemann elem school,4251 N Clarendon Ave,Chicago,60613 1523,Cook,09,1,1,0,0,NA,NA
brentano elem math and science acad,2723 N Fairfield Ave,Chicago,60647 1827,Cook,03,1,1,2,1,2,1
brentwood elem school,260 Dulles Rd,Des Plaines,60016 2723,Cook,08,1,1,0,0,NA,NA
bret harte elem school,1556 E 56th St,Chicago,60637 1911,Cook,02,1,1,1,1,0,0
briar glen elem school,1800 Briarcliffe Blvd,Wheaton,60189 8402,Dupage,06,1,NA,0,0,NA,NA
briargate elem school,100 S Wulff St,Cary,60013 2528,McHenry,09,1,1,9,1,9,1
bridge elem school,3800 N New England Ave,Chicago,60634 2346,Cook,03,1,1,0,0,NA,NA
bridgeport grade school,1300 N Main St,Bridgeport,62417 1300,Lawrence,12,1,NA,0,0,NA,NA
bridges adult transition center,4700 W Chase Ave,Lincolnwood,60712 1608,Cook,09,0,1,0,0,NA,NA
bridges learning center,226 Chicago Ave,Centralia,62801 6193,Marion,12,0,NA,0,0,NA,NA
bridges program alop,34090 N Almond Rd,Gurnee,60031 5310,N/A,NA,0,NA,0,0,NA,NA
bridgeview elem school,7800 S Thomas Ave,Bridgeview,60455 1524,Cook,06,1,NA,0,0,NA,NA
brigham elementary,201 Brigham School Rd,Bloomington,61704 8630,McLean,16,1,NA,0,0,NA,NA
bright elem school,10740 S Calhoun Ave,Chicago,60617 6418,Cook,02,1,1,1,1,0,0
bright futures pre k prog,940 W Fremont St,Galesburg,61401 2558,Knox,17,1,1,0,0,NA,NA
brighton north primary school,201 E City Limits Rd,Brighton,62012 0757,Macoupin,13,1,NA,0,0,NA,NA
brighton park elem school,3825 S Washtenaw Ave,Chicago,60632 1633,Cook,04,1,1,0,0,NA,NA
brimfield grade school,216 E Clinton St,Brimfield,61517 0380,Peoria,16,1,1,0,0,NA,NA
brimfield high school,323 E Clinton St,Brimfield,61517 0380,Peoria,16,1,1,0,0,NA,NA
bristol bay elem sch,427 Bristol Bay Dr,Yorkville,60560 6037,Kendall,14,1,NA,0,0,NA,NA
bristol grade school,23 Hunt St,Bristol,60512 2003,Kendall,14,1,NA,0,0,NA,NA
broadmeadow elem school,500 Sunview Rd,Rantoul,61866 2121,Champaign,02,1,NA,0,0,NA,NA
broadmoor junior high school,501 Maywood Ave,Pekin,61554 3094,Tazewell,16,1,NA,0,0,NA,NA
brokaw early learning center,1000 5th St,Oswego,60543 7005,Kendall,14,1,1,0,0,NA,NA
bronzeville academy charter school,4930 S Cottage Grove Ave,Chicago,60615 2616,Cook,NA,1,1,0,0,NA,NA
bronzeville academy chtr school,4930 S Cottage Grove Ave,Chicago,60615 2616,NA,NA,0,NA,0,0,NA,NA
bronzeville classical elementary school,8 W Root St,Chicago,60609,Cook,07,1,1,0,0,NA,NA
bronzeville scholastic hs,4934 S Wabash Ave,Chicago,60615 2115,Cook,07,1,1,0,0,NA,NA
brook forest elem school,60 Regent Dr,Oak Brook,60523 1729,Dupage,04,1,1,0,0,NA,NA
brook park elem school,1214 Raymond Ave,La Grange Park,60526 1362,Cook,04,1,1,0,0,NA,NA
brookdale elementary school,1200 Redfield Rd,Naperville,60563 0436,Dupage,11,1,1,1,1,1,1
brookport elementary school,319 Ferry St,Brookport,62910 0278,Massac,12,1,NA,0,0,NA,NA
brooks college prep academy hs,250 E 111th St,Chicago,60628 4324,Cook,02,1,1,0,0,NA,NA
brooks middle school,14741 Wallace St,Harvey,60426 2448,Cook,02,1,NA,0,0,NA,NA
brooks middle school,350 Blair Ln,Bolingbrook,60440 1801,Will,11,1,NA,0,0,NA,NA
brookview elem school,1750 Madron Rd,Rockford,61107 2459,Winnebago,16,1,1,0,0,NA,NA
brookwood jr high school,201 E Glenwood Lansing Rd,Glenwood,60425 1742,Cook,02,1,NA,0,0,NA,NA
brookwood middle school,200 E Glenwood Lansing Rd,Glenwood,60425 1751,Cook,02,1,NA,0,0,NA,NA
brown county elementary school,501 NW Cross St,Mount Sterling,62353 1149,Brown,15,1,1,0,0,NA,NA
brown county high school,500 E Main St,Mount Sterling,62353 1377,Brown,15,1,1,0,0,NA,NA
brown county middle school,504 E Main Street,Mount Sterling,62353 1377,Brown,15,1,1,0,0,NA,NA
brown r elem community acad,12607 S Union Ave,Chicago,60628 7021,Cook,01,1,1,0,0,NA,NA
brown w elem school,54 N Hermitage Ave,Chicago,60612 2631,Cook,NA,1,1,0,0,NA,NA
brownell elem school,6741 S Michigan Ave,Chicago,60637 3920,Cook,01,1,1,0,0,NA,NA
brownstown elem school,460 W South St,Brownstown,62418 1120,Fayette,15,1,NA,0,0,NA,NA
brownstown high school,421 S College Ave,Brownstown,62418 1129,Fayette,15,1,NA,0,0,NA,NA
brownstown jr high school,421 S College Ave,Brownstown,62418 1129,Fayette,15,1,NA,0,0,NA,NA
brownsville attendance center,1187 County Road 700 E,Carmi,62821 5400,White,12,1,NA,0,0,NA,NA
bruning elem school,1910 Bruning Dr,Wilmington,60481 1710,Will,01,1,1,0,0,NA,NA
brunson math and sci specialty elem,932 N Central Ave,Chicago,60651 2705,Cook,07,1,1,1,1,1,1
brussels grade school,128 School St,Brussels,62013 0128,Calhoun,15,1,NA,0,0,NA,NA
brussels high school,128 School St,Brussels,62013 0128,Calhoun,15,1,NA,0,0,NA,NA
bryan middle school,111 W Butterfield Rd,Elmhurst,60126 5014,Dupage,06,1,1,0,0,NA,NA
bryant elem school,14700 Main St,Harvey,60426 1923,Cook,02,1,NA,0,0,NA,NA
bryce ash grove ed ctr,1101 N 1800 East Rd,Milford,60953 6264,Iroquois,02,0,NA,0,0,NA,NA
budlong elem school,2701 W Foster Ave,Chicago,60625 3507,Cook,05,1,1,3,1,3,1
buffalo grove high school,1100 W Dundee Rd,Buffalo Grove,60089 4054,Cook,09,1,1,0,0,NA,NA
bulldog early learning academy,301 Bulldog Blvd,Harrisburg,62946,Saline,12,1,NA,0,0,NA,NA
buncombe cons school,164 Main,Buncombe,62912 0040,Johnson,12,1,NA,0,0,NA,NA
bunker hill high school,314 S Meissner St,Bunker Hill,62014 1314,Macoupin,13,1,1,0,0,NA,NA
burbank elem school,2035 N Mobile Ave,Chicago,60639 3809,Cook,07,1,1,2,1,2,1
bureau valley elementary and junior high,9080 2125 North Ave,Manlius,61338 0326,Bureau,16,1,1,0,0,NA,NA
bureau valley elemntry wyanet,109 W 4th St,Wyanet,61379 9667,Bureau,16,1,1,0,0,NA,NA
bureau valley high school,9154 2125 N Avenue,Manlius,61338 0329,Bureau,16,1,1,0,0,NA,NA
bureau valley north,323 S Main St,Walnut,61376 9368,Bureau,16,1,1,0,0,NA,NA
bureau henry stark roe,107 S State St,Atkinson,61235 9788,N/A,NA,0,NA,0,0,NA,NA
burke elem school,5356 S King Dr,Chicago,60615 3643,Cook,07,1,1,2,1,2,1
burley elem school,1630 W Barry Ave,Chicago,60657 3016,Cook,05,1,1,0,0,NA,NA
burnham elem inclusive academy,9928 S Crandon Ave,Chicago,60617 5294,Cook,01,1,1,1,1,1,1
burnham elem school,13945 S Green Bay Ave,Burnham,60633 1671,Cook,02,1,1,0,0,NA,NA
burnside elem scholastic academy,650 E 91st Pl,Chicago,60619 7698,Cook,01,1,1,0,0,NA,NA
burr elem school,1621 W Wabansia Ave,Chicago,60622 1439,Cook,05,1,1,0,0,NA,NA
burr oak academy,1441 W 124th St,Calumet Park,60827 5831,Cook,01,1,NA,0,0,NA,NA
burr oak elem school,1440 W 125th St,Calumet Park,60827 6025,Cook,01,1,NA,0,0,NA,NA
burr ridge middle school,15W451 91st St,Burr Ridge,60527 6379,Dupage,11,1,1,0,0,NA,NA
burroughs elem school,3542 S Washtenaw Ave,Chicago,60632 1639,Cook,04,1,1,0,0,NA,NA
bushnell prairie city elem sch,345 E Hess St,Bushnell,61422 1419,McDonough,15,1,NA,0,0,NA,NA
bushnell prairie city high sch,845 Walnut St,Bushnell,61422 1253,McDonough,15,1,NA,0,0,NA,NA
bushnell prairie city jr high sch,847 Walnut St,Bushnell,61422 1253,McDonough,15,1,NA,0,0,NA,NA
butler elem school,1701 S MacArthur Blvd,Springfield,62704 4027,Sangamon,13,1,1,0,0,NA,NA
butler junior high school,2801 York Rd,Oak Brook,60523 2334,Dupage,04,1,1,0,0,NA,NA
butterfield elem school,2S500 Gray Ave,Lombard,60148 5194,Dupage,06,1,NA,0,0,NA,NA
butterfield school,1441 Lake St,Libertyville,60048 1731,Lake,10,1,NA,0,0,NA,NA
butterworth elem school,4205 48th St,Moline,61265 6731,Rock Island,17,1,NA,0,0,NA,NA
buzz aldrin elem school,617 Boxwood Dr,Schaumburg,60193 2713,Cook,08,1,1,3,1,1,0.333333333333333
byrne elem school,5329 S Oak Park Ave,Chicago,60638 1117,Cook,06,1,1,0,0,NA,NA
byron high school 9 12,696 N Colfax St,Byron,61010 1439,Ogle,16,1,1,5,1,5,1
byron middle school,325 N Colfax St,Byron,61010 1540,Ogle,16,1,1,0,0,NA,NA
c a henning school,520 E US Highway 40,Troy,62294 2200,Madison,15,1,1,3,1,1,0.333333333333333
c b smith elem school,1314 Matilda St,Pekin,61554 2227,Tazewell,16,1,NA,0,0,NA,NA
c e miller elem school,125 W Traube Ave,Westmont,60559 1440,Dupage,06,1,1,0,0,NA,NA
c f simmons middle school,1130 Sheffer Rd,Aurora,60505 1936,Kane,11,1,NA,0,0,NA,NA
c henry bloom elem school,2912 Brendenwood Rd,Rockford,61107 1907,Winnebago,17,1,NA,0,0,NA,NA
c i johnson elem school,1934 Liberty St,Aurora,60502 9438,Kane,11,1,NA,0,0,NA,NA
c m bardwell elem school,550 S Lincoln Ave,Aurora,60505 4669,Kane,14,1,NA,0,0,NA,NA
c r hanna elem school,900 14th Ave,Orion,61273 0159,Henry,16,1,1,0,0,NA,NA
cahokia high school,800 Range Ln,Cahokia,62206 2022,Saint Clair,13,1,1,0,0,NA,NA
cairo elementary school,3101 Elm St,Cairo,62914 1362,Alexander,12,1,1,0,0,NA,NA
cairo jr sr high school,4201 Sycamore St,Cairo,62914 1047,Alexander,12,1,1,0,0,NA,NA
caldwell elem acad of math and sci,1326 West 14th Place 2nd floor,Chicago,60680,Cook,NA,1,1,0,0,NA,NA
caledonia elem school,2311 Randolph St,Caledonia,61011 9321,Boone,16,1,1,0,0,NA,NA
calhoun elementary jr high sch,52 Poor Farm Hollow Rd,Hardin,62047 0387,Calhoun,15,1,NA,0,0,NA,NA
calhoun high school,101 Calhoun Ave,Hardin,62047 0387,Calhoun,15,1,NA,0,0,NA,NA
calhoun greene jersy macoupin roe,227 E 1St South St,Carlinville,62626 1800,N/A,NA,0,NA,0,0,NA,NA
calmeca acad elem school,3456 W 38th St,Chicago,60632 3304,Cook,04,1,1,2,1,2,1
calumet elem school,1440 W Vermont Ave,Calumet Park,60827 6328,Cook,01,1,NA,0,0,NA,NA
cambridge comm grade school,312 S West St,Cambridge,61238 1430,Henry,16,1,1,0,0,NA,NA
cambridge jr sr high school,300 S West St,Cambridge,61238 1430,Henry,16,1,1,4,1,4,1
cambridge lakes charter school,840 Campus Dr,Pingree Grove,60140 2086,Kane,08,1,1,0,0,NA,NA
camelot safe academy school,7877 S Coles Ave,Chicago,60649 4817,Cook,NA,1,NA,0,0,NA,NA
cameron elem school,1234 N Monticello Ave,Chicago,60651 2217,Cook,03,1,1,0,0,NA,NA
campanelli elem school,310 S Springinsguth Rd,Schaumburg,60193 1209,Cook,08,1,1,6,1,4,0.666666666666667
camras elem school,3000 N Mango Ave,Chicago,60634 5216,Cook,03,1,1,5,1,5,1
canterbury elem school,875 Canterbury Dr,Crystal Lake,60014 7871,McHenry,09,1,1,0,0,NA,NA
canton high school,1001 N Main St,Canton,61520 1118,Fulton,17,1,NA,0,0,NA,NA
canton middle school,1100 Sunset Cir,Streamwood,60107 1817,Kane,08,1,NA,0,0,NA,NA
cantrall elem school,1 Braves Ln,Cantrall,62625 9763,Menard,15,1,1,0,0,NA,NA
cantrall intermediate school,155 Claypool St,Cantrall,62625 9707,Menard,15,1,1,0,0,NA,NA
canty elem school,3740 N Panama Ave,Chicago,60634 2021,Cook,03,1,1,7,1,5,0.714285714285714
capital area career center,2201 Toronto Rd,Springfield,62712 3802,Sangamon,NA,0,NA,0,0,NA,NA
capron elem school,200 N Wooster St,Capron,61012 9550,Boone,16,1,NA,0,0,NA,NA
carbondale comm h s,1301 E Walnut St,Carbondale,62901 5004,Jackson,12,1,1,2,1,2,1
carbondale middle school,1150 E Grand Ave,Carbondale,62901 3422,Jackson,12,1,1,0,0,NA,NA
cardenas elem school,2345 S Millard Ave,Chicago,60623 3110,Cook,04,1,1,0,0,NA,NA
care program,5318 135Th St,Crestwood,60418 1501,Cook,06,0,NA,0,0,NA,NA
career and tech educ consortium,2037 W Galena Ave,Freeport,61032 3004,Stephenson,NA,0,NA,0,0,NA,NA
career center of southern il,6137 Beck Rd,Red Bud,62278 3347,NA,NA,0,NA,0,0,NA,NA
career development system,16333 Kilbourne Ave,Oak Forest,60452 4601,Cook,NA,0,NA,0,0,NA,NA
career educ assoc of n central il,300 Heart Blvd,Loves Park,61111 7516,NA,NA,0,NA,0,0,NA,NA
career preparation network,1515 W Exchange St,Crete,60417 9601,Cook,NA,0,NA,0,0,NA,NA
carl sandburg elem school,1924 Reynolds Dr,Charleston,61920 3157,Coles,15,1,NA,0,0,NA,NA
carl sandburg elem school,1345 Jewell Rd,Wheaton,60187 3183,Dupage,03,1,1,0,0,NA,NA
carl sandburg elementary,1100 Lilac Ln,Joliet,60435 3244,Will,14,1,NA,0,0,NA,NA
carl sandburg high school,13300 S La Grange Rd,Orland Park,60462 1325,Cook,06,1,1,0,0,NA,NA
carl sandburg jr high school,2600 Martin Ln,Rolling Meadows,60008 2722,Cook,NA,1,NA,0,0,NA,NA
carl sandburg middle sch,1717 W Eby St,Freeport,61032 4644,Stephenson,17,1,1,2,1,2,1
carl sandburg middle school,855 W Hawley St,Mundelein,60060 1615,Lake,10,1,1,2,1,0,0
carleton w washburne school,515 Hibbard Rd,Winnetka,60093 1617,Cook,10,1,NA,0,0,NA,NA
carlinville high school,829 W Main St,Carlinville,62626 1261,Macoupin,13,1,NA,0,0,NA,NA
carlinville intermediate school,450 W Buchanan St,Carlinville,62626 1051,Macoupin,13,1,NA,0,0,NA,NA
carlinville middle school,110 Illinois Ave,Carlinville,62626 1278,Macoupin,13,1,NA,0,0,NA,NA
carlinville primary school,18456 Shipman Rd,Carlinville,62626 9238,Macoupin,13,1,1,0,0,NA,NA
carlock elem school,301 W Washington St,Carlock,61725 9425,McLean,16,1,NA,0,0,NA,NA
carlyle elementary school,951 6th St,Carlyle,62231 1247,Clinton,12,1,NA,0,0,NA,NA
